eid,nid_s,nid_e,length,lanes,maxmph,type,edge_osmid,start_osm,end_osm,geometry
513,71,201,11113.900180803132,1,25,tertiary,575768395,110406822,786119063,"LINESTRING (-122.5993014 37.9739164,-122.599813 37.973493,-122.600071 37.973344,-122.600394 37.973209,-122.60062 37.973087,-122.601 37.972963,-122.601105 37.972894,-122.601256 37.97276,-122.601412 37.972686,-122.601955 37.972633,-122.602592 37.972678,-122.602728 37.972664,-122.602944 37.972606,-122.603126 37.972602,-122.60373 37.972765,-122.604042 37.972821,-122.604407 37.972839,-122.6046351 37.9728261,-122.604725 37.972821,-122.604951 37.972845,-122.6053 37.972929,-122.6054664 37.9729447,-122.605618 37.972959,-122.605938 37.972952,-122.606575 37.972908,-122.60675 37.972867,-122.607029 37.972743,-122.607163 37.972727,-122.607252 37.972743,-122.60733 37.97278,-122.607523 37.972933,-122.607631 37.972999,-122.607797 37.97306,-122.607931 37.973082,-122.608112 37.973067,-122.608329 37.973009,-122.608553 37.972973,-122.608872 37.972973,-122.609143 37.973005,-122.609371 37.97301,-122.609508 37.973002,-122.609817 37.972938,-122.610045 37.972937,-122.61022 37.972976,-122.610376 37.973051,-122.610534 37.973181,-122.610628 37.973303,-122.610771 37.973443,-122.610915 37.973532,-122.6109447 37.9735419,-122.611084 37.973585,-122.611537 37.973632,-122.612266 37.973675,-122.612801 37.97377,-122.612937 37.973769,-122.613249 37.973712,-122.613386 37.973706,-122.613789 37.973767,-122.614344 37.9738332,-122.614453 37.973877,-122.614549 37.973954,-122.614613 37.974048,-122.614762 37.974386,-122.6148582 37.974468,-122.6149671 37.9745367,-122.6151002 37.9745552,-122.6152323 37.974551,-122.6153953 37.9745119,-122.6154737 37.974487,-122.6155602 37.974464,-122.6157361 37.9744199,-122.6158627 37.9744189,-122.6159713 37.9744352,-122.6160712 37.974472,-122.6161209 37.9744903,-122.6162718 37.9745705,-122.616391 37.9746451,-122.6164973 37.9746677,-122.6166101 37.9746862,-122.6168332 37.9746703,-122.6169571 37.9746574,-122.6170406 37.9746482,-122.6171364 37.9746214,-122.6172264 37.9745772,-122.6174175 37.9744415,-122.6176308 37.9743325,-122.6177013 37.9743011,-122.6178089 37.9743078,-122.6178854 37.9743337,-122.6181257 37.9745028,-122.618217 37.974619,-122.618365 37.974757,-122.618526 37.974825,-122.618658 37.974851,-122.61875 37.974849,-122.618838 37.974829,-122.618948 37.974765,-122.619042 37.974642,-122.619164 37.974408,-122.619283 37.974254,-122.619414 37.974154,-122.619728 37.974004,-122.619794 37.973955,-122.619842 37.973894,-122.619876 37.97379,-122.6198773 37.9733535,-122.620018 37.973091,-122.620282 37.972842,-122.620883 37.972396,-122.621071 37.972238,-122.621173 37.972119,-122.621299 37.971886,-122.621422 37.971735,-122.621529 37.971667,-122.621701 37.97162,-122.621976 37.971613,-122.622201 37.971646,-122.622768 37.971789,-122.623092 37.971923,-122.62323 37.972018,-122.623314 37.972103,-122.623653 37.972531,-122.6238898 37.9728813,-122.623917 37.972909,-122.623992 37.972951,-122.62408 37.972967,-122.624215 37.972951,-122.624836 37.972645,-122.624966 37.97261,-122.625148 37.972597,-122.625373 37.972627,-122.625543 37.97268,-122.625656 37.972742,-122.626002 37.972979,-122.626196 37.973075,-122.626373 37.973106,-122.626506 37.973083,-122.6265963 37.9730079,-122.626638 37.972943,-122.626632 37.972799,-122.626566 37.972704,-122.626437 37.972603,-122.626154 37.972484,-122.626048 37.972416,-122.625988 37.972361,-122.625789 37.972078,-122.62569 37.972003,-122.625433 37.971853,-122.625379 37.971795,-122.625334 37.971693,-122.625333 37.971622,-122.625365 37.971517,-122.625693 37.971084,-122.625851 37.970954,-122.626095 37.970856,-122.6263214 37.9707962,-122.626627 37.9706506,-122.6267239 37.9705982,-122.6267783 37.9705433,-122.6268081 37.9704769,-122.6268086 37.9704288,-122.6267904 37.9703739,-122.6267693 37.9703358,-122.6267127 37.9702939,-122.6266543 37.9702594,-122.6265785 37.9702336,-122.6263056 37.9701834,-122.6262265 37.9701332,-122.6261876 37.9700994,-122.6261763 37.9700675,-122.6261568 37.9699825,-122.6261156 37.9698849,-122.6260733 37.9698348,-122.6259807 37.9697885,-122.6257337 37.9697263,-122.6254476 37.9697053,-122.6253045 37.9696703,-122.6252381 37.9696249,-122.6251927 37.9695819,-122.6251685 37.9695128,-122.6251712 37.9694388,-122.6252109 37.9693553,-122.6252683 37.9692909,-122.6254711 37.9690977,-122.6254983 37.9690333,-122.625496 37.968963,-122.625391 37.968725,-122.625377 37.968582,-122.625394 37.968511,-122.625438 37.968448,-122.625487 37.968387,-122.625644 37.968255,-122.625733 37.968129,-122.6257465 37.9680814,-122.6257676 37.9678954,-122.625756 37.967809,-122.6257313 37.9677427,-122.6256859 37.9676878,-122.6256254 37.9676425,-122.6255437 37.9676067,-122.625283 37.967498,-122.625106 37.967383,-122.624886 37.9672,-122.624795 37.967035,-122.624726 37.966716,-122.624733 37.966644,-122.624762 37.966576,-122.624918 37.966356,-122.624918 37.966247,-122.624836 37.966079,-122.624815 37.9659,-122.624861 37.965687,-122.624981 37.965415,-122.62498 37.965306,-122.62492 37.965096,-122.624924 37.964952,-122.625075 37.964388,-122.625169 37.964109,-122.625187 37.963983,-122.625161 37.963861,-122.6251054 37.9637558,-122.624985 37.963528,-122.624944 37.963351,-122.624941 37.963206,-122.624989 37.963068,-122.625094 37.96295,-122.625199 37.96288,-122.625544 37.962701,-122.62571 37.96264,-122.625845 37.962625,-122.625978 37.962649,-122.626094 37.962707,-122.626208 37.962819,-122.626444 37.96317,-122.626756 37.963526,-122.626863 37.963725,-122.626924 37.964045,-122.626985 37.964182,-122.627057 37.964274,-122.627283 37.964501,-122.627355 37.964633,-122.627401 37.965028,-122.627483 37.965271,-122.627573 37.965437,-122.627761 37.965642,-122.62796 37.96579,-122.6281341 37.9658622,-122.6281767 37.9658799,-122.628365 37.965958,-122.628952 37.966306,-122.629114 37.966433,-122.629507 37.966832,-122.629631 37.966938,-122.629804 37.967057,-122.63053 37.967279,-122.630732 37.967364,-122.630991 37.967513,-122.631117 37.967554,-122.631253 37.967569,-122.631389 37.967557,-122.631471 37.967525,-122.631528 37.967472,-122.631529 37.9674,-122.631481 37.96734,-122.631057 37.967127,-122.630748 37.966912,-122.630401 37.966577,-122.630016 37.96613,-122.62986 37.965909,-122.629725 37.965605,-122.629517 37.965368,-122.629311 37.965175,-122.629205 37.965016,-122.629094 37.964778,-122.629037 37.964604,-122.629013 37.964462,-122.629018 37.964209,-122.629082 37.963926,-122.629185 37.963765,-122.629363 37.963555,-122.629475 37.963441,-122.629637 37.963314,-122.629787 37.96323,-122.629911 37.963185,-122.630044 37.963159,-122.630181 37.963153,-122.630455 37.963174,-122.630678 37.963213,-122.631017 37.963322,-122.6315751 37.9635651,-122.631684 37.9635904,-122.6317805 37.9635982,-122.6318474 37.9636002,-122.6319142 37.9635865,-122.631963 37.963562,-122.631981 37.963529,-122.6319884 37.9634831,-122.631975 37.963421,-122.6319513 37.9633543,-122.6319117 37.963288,-122.6318672 37.9632236,-122.631811 37.963165,-122.6310851 37.9624743,-122.6310158 37.9623748,-122.630874 37.96211,-122.630797 37.96202,-122.630672 37.961915,-122.630423 37.961757,-122.630298 37.961651,-122.629842 37.961111,-122.629357 37.960256,-122.629226 37.960108,-122.629047 37.959945,-122.628951 37.959822,-122.62889 37.959686,-122.628885 37.959542,-122.628975 37.959419,-122.629229 37.959265,-122.629324 37.959187,-122.629538 37.958911,-122.629627 37.958745,-122.629639 37.958674,-122.629626 37.958603,-122.629446 37.9583182,-122.629394 37.9581837,-122.6293659 37.9580603,-122.629387 37.9579291,-122.6295347 37.9576026,-122.629677 37.9571614,-122.629958 37.956683,-122.630112 37.956268,-122.630184 37.956136,-122.630309 37.956031,-122.630429 37.955979,-122.630603 37.955935,-122.630918 37.955885,-122.63104 37.955837,-122.631164 37.955732,-122.631332 37.955517,-122.631533 37.95532,-122.6317 37.955198,-122.63186 37.955129,-122.631993 37.955101,-122.632129 37.955091,-122.632352 37.955128,-122.632512 37.955198,-122.632867 37.955426,-122.633159 37.955592,-122.63333 37.95564,-122.633418 37.955623,-122.633493 37.955582,-122.633874 37.955222,-122.634141 37.955024,-122.634219 37.954987,-122.634306 37.954967,-122.634397 37.954966,-122.634784 37.955072,-122.634919 37.955057,-122.63509 37.955006,-122.635226 37.955004,-122.635401 37.955046,-122.635611 37.955117,-122.635817 37.955197,-122.636011 37.955292,-122.636261 37.95545,-122.636693 37.955772,-122.636802 37.955838,-122.6369146 37.9558453,-122.636933 37.955841,-122.636969 37.95582,-122.637004 37.955754,-122.637 37.955683,-122.636972 37.955614,-122.636807 37.955357,-122.636728 37.955188,-122.636689 37.955084,-122.636668 37.954941,-122.636688 37.954762,-122.63683 37.954498,-122.636813 37.954391,-122.636777 37.954325,-122.636604 37.954112,-122.636467 37.953968,-122.636095 37.95365,-122.635952 37.953562,-122.635827 37.953517,-122.635602 37.953517,-122.635248 37.953443,-122.634961 37.953333,-122.634726 37.953113,-122.634623 37.952952,-122.63458 37.952849,-122.634573 37.952525,-122.63452 37.95247,-122.634434 37.952446,-122.634207 37.952427,-122.634077 37.952393,-122.634001 37.952353,-122.633856 37.952214,-122.633752 37.952144,-122.633624 37.952105,-122.6334 37.952069,-122.633289 37.952008,-122.633219 37.951916,-122.633207 37.951845,-122.633269 37.951561,-122.633253 37.951454,-122.633173 37.951368,-122.632905 37.951231,-122.632812 37.951151,-122.632774 37.951086,-122.632737 37.950873,-122.632661 37.950785,-122.632538 37.950737,-122.632405 37.950711,-122.631948 37.950721,-122.631767 37.950702,-122.631647 37.950653,-122.631588 37.950598,-122.631551 37.950532,-122.63155 37.950461,-122.631607 37.950364,-122.632029 37.950034,-122.632087 37.949978,-122.632143 37.949879,-122.632151 37.949736,-122.632126 37.949666,-122.63201 37.949431,-122.631828 37.94914,-122.631767 37.94893,-122.631792 37.948787,-122.631849 37.948689,-122.631922 37.948597,-122.63209 37.948476,-122.632261 37.948429,-122.632397 37.948439,-122.632481 37.948467,-122.63269 37.948607,-122.633125 37.948977,-122.633236 37.94904,-122.633321 37.949066,-122.634234 37.949091,-122.634499 37.949039,-122.634599 37.948968,-122.634634 37.948902,-122.634632 37.948866,-122.634585 37.948766,-122.634407 37.948557,-122.634173 37.948335,-122.633812 37.947876,-122.633751 37.94774,-122.633742 37.947596,-122.633706 37.947461,-122.633673 37.947325,-122.633505 37.94711,-122.63343 37.946978,-122.633099 37.946729,-122.633018 37.946641,-122.632953 37.946506,-122.632943 37.946362,-122.632974 37.94622,-122.633008 37.946153,-122.633097 37.946071,-122.633175 37.946033,-122.633306 37.946001,-122.633397 37.945996,-122.633712 37.946042,-122.633801 37.946028,-122.63387 37.945982,-122.633912 37.945918,-122.633931 37.945848,-122.633907 37.945596,-122.63388 37.945489,-122.633798 37.945321,-122.633722 37.94523,-122.633339 37.944919,-122.633176 37.944745,-122.633076 37.944543,-122.633014 37.944331,-122.632915 37.944169,-122.632826 37.944086,-122.63265 37.94397,-122.632515 37.943825,-122.63245 37.94369,-122.632435 37.943619,-122.63243 37.943402,-122.63247 37.943225,-122.63254 37.943092,-122.632635 37.943015,-122.632761 37.942973,-122.632944 37.942974,-122.633299 37.943045,-122.633425 37.943008,-122.633491 37.942914,-122.633498 37.942807,-122.633358 37.942424,-122.633364 37.942317,-122.633416 37.942216,-122.6335 37.94213,-122.633694 37.941976,-122.633852 37.941905,-122.634171 37.941876,-122.634527 37.941808,-122.634665 37.941803,-122.634799 37.941825,-122.635057 37.941974,-122.635189 37.942,-122.635273 37.941974,-122.635341 37.941926,-122.635588 37.941666,-122.635755 37.941543,-122.635928 37.941498,-122.636294 37.941475,-122.636473 37.941501,-122.636589 37.941559,-122.636686 37.941636,-122.636912 37.941864,-122.637015 37.941935,-122.637144 37.941969,-122.637232 37.941952,-122.637336 37.941883,-122.637395 37.941786,-122.637424 37.94168,-122.637433 37.941427,-122.637456 37.94132,-122.637537 37.941191,-122.637628 37.94111,-122.637737 37.941044,-122.638209 37.940825,-122.638526 37.940782,-122.6386274 37.9407205,-122.638629 37.940718,-122.638625 37.940645,-122.638502 37.940368,-122.638462 37.940077,-122.638501 37.939824,-122.638603 37.939542,-122.638557 37.939481,-122.638349 37.939399,-122.638315 37.939375,-122.63828 37.939308,-122.638286 37.939199,-122.638411 37.938885,-122.638419 37.938592,-122.6384087 37.9381607,-122.6383843 37.9380156,-122.6383812 37.9378559,-122.6383624 37.9377119,-122.6383291 37.9376357,-122.6381419 37.9374736,-122.6380038 37.9373429,-122.6379456 37.9372558,-122.6378873 37.9371348,-122.6378596 37.9370308,-122.6378719 37.9369461,-122.6379057 37.9368565,-122.637921 37.9367621,-122.6379333 37.9366363,-122.6379793 37.936571,-122.6380437 37.9365298)"
514,201,71,11113.900180803144,1,25,tertiary,575768395,786119063,110406822,"LINESTRING (-122.6380437 37.9365298,-122.6379793 37.936571,-122.6379333 37.9366363,-122.637921 37.9367621,-122.6379057 37.9368565,-122.6378719 37.9369461,-122.6378596 37.9370308,-122.6378873 37.9371348,-122.6379456 37.9372558,-122.6380038 37.9373429,-122.6381419 37.9374736,-122.6383291 37.9376357,-122.6383624 37.9377119,-122.6383812 37.9378559,-122.6383843 37.9380156,-122.6384087 37.9381607,-122.638419 37.938592,-122.638411 37.938885,-122.638286 37.939199,-122.63828 37.939308,-122.638315 37.939375,-122.638349 37.939399,-122.638557 37.939481,-122.638603 37.939542,-122.638501 37.939824,-122.638462 37.940077,-122.638502 37.940368,-122.638625 37.940645,-122.638629 37.940718,-122.6386274 37.9407205,-122.638526 37.940782,-122.638209 37.940825,-122.637737 37.941044,-122.637628 37.94111,-122.637537 37.941191,-122.637456 37.94132,-122.637433 37.941427,-122.637424 37.94168,-122.637395 37.941786,-122.637336 37.941883,-122.637232 37.941952,-122.637144 37.941969,-122.637015 37.941935,-122.636912 37.941864,-122.636686 37.941636,-122.636589 37.941559,-122.636473 37.941501,-122.636294 37.941475,-122.635928 37.941498,-122.635755 37.941543,-122.635588 37.941666,-122.635341 37.941926,-122.635273 37.941974,-122.635189 37.942,-122.635057 37.941974,-122.634799 37.941825,-122.634665 37.941803,-122.634527 37.941808,-122.634171 37.941876,-122.633852 37.941905,-122.633694 37.941976,-122.6335 37.94213,-122.633416 37.942216,-122.633364 37.942317,-122.633358 37.942424,-122.633498 37.942807,-122.633491 37.942914,-122.633425 37.943008,-122.633299 37.943045,-122.632944 37.942974,-122.632761 37.942973,-122.632635 37.943015,-122.63254 37.943092,-122.63247 37.943225,-122.63243 37.943402,-122.632435 37.943619,-122.63245 37.94369,-122.632515 37.943825,-122.63265 37.94397,-122.632826 37.944086,-122.632915 37.944169,-122.633014 37.944331,-122.633076 37.944543,-122.633176 37.944745,-122.633339 37.944919,-122.633722 37.94523,-122.633798 37.945321,-122.63388 37.945489,-122.633907 37.945596,-122.633931 37.945848,-122.633912 37.945918,-122.63387 37.945982,-122.633801 37.946028,-122.633712 37.946042,-122.633397 37.945996,-122.633306 37.946001,-122.633175 37.946033,-122.633097 37.946071,-122.633008 37.946153,-122.632974 37.94622,-122.632943 37.946362,-122.632953 37.946506,-122.633018 37.946641,-122.633099 37.946729,-122.63343 37.946978,-122.633505 37.94711,-122.633673 37.947325,-122.633706 37.947461,-122.633742 37.947596,-122.633751 37.94774,-122.633812 37.947876,-122.634173 37.948335,-122.634407 37.948557,-122.634585 37.948766,-122.634632 37.948866,-122.634634 37.948902,-122.634599 37.948968,-122.634499 37.949039,-122.634234 37.949091,-122.633321 37.949066,-122.633236 37.94904,-122.633125 37.948977,-122.63269 37.948607,-122.632481 37.948467,-122.632397 37.948439,-122.632261 37.948429,-122.63209 37.948476,-122.631922 37.948597,-122.631849 37.948689,-122.631792 37.948787,-122.631767 37.94893,-122.631828 37.94914,-122.63201 37.949431,-122.632126 37.949666,-122.632151 37.949736,-122.632143 37.949879,-122.632087 37.949978,-122.632029 37.950034,-122.631607 37.950364,-122.63155 37.950461,-122.631551 37.950532,-122.631588 37.950598,-122.631647 37.950653,-122.631767 37.950702,-122.631948 37.950721,-122.632405 37.950711,-122.632538 37.950737,-122.632661 37.950785,-122.632737 37.950873,-122.632774 37.951086,-122.632812 37.951151,-122.632905 37.951231,-122.633173 37.951368,-122.633253 37.951454,-122.633269 37.951561,-122.633207 37.951845,-122.633219 37.951916,-122.633289 37.952008,-122.6334 37.952069,-122.633624 37.952105,-122.633752 37.952144,-122.633856 37.952214,-122.634001 37.952353,-122.634077 37.952393,-122.634207 37.952427,-122.634434 37.952446,-122.63452 37.95247,-122.634573 37.952525,-122.63458 37.952849,-122.634623 37.952952,-122.634726 37.953113,-122.634961 37.953333,-122.635248 37.953443,-122.635602 37.953517,-122.635827 37.953517,-122.635952 37.953562,-122.636095 37.95365,-122.636467 37.953968,-122.636604 37.954112,-122.636777 37.954325,-122.636813 37.954391,-122.63683 37.954498,-122.636688 37.954762,-122.636668 37.954941,-122.636689 37.955084,-122.636728 37.955188,-122.636807 37.955357,-122.636972 37.955614,-122.637 37.955683,-122.637004 37.955754,-122.636969 37.95582,-122.636933 37.955841,-122.6369146 37.9558453,-122.636802 37.955838,-122.636693 37.955772,-122.636261 37.95545,-122.636011 37.955292,-122.635817 37.955197,-122.635611 37.955117,-122.635401 37.955046,-122.635226 37.955004,-122.63509 37.955006,-122.634919 37.955057,-122.634784 37.955072,-122.634397 37.954966,-122.634306 37.954967,-122.634219 37.954987,-122.634141 37.955024,-122.633874 37.955222,-122.633493 37.955582,-122.633418 37.955623,-122.63333 37.95564,-122.633159 37.955592,-122.632867 37.955426,-122.632512 37.955198,-122.632352 37.955128,-122.632129 37.955091,-122.631993 37.955101,-122.63186 37.955129,-122.6317 37.955198,-122.631533 37.95532,-122.631332 37.955517,-122.631164 37.955732,-122.63104 37.955837,-122.630918 37.955885,-122.630603 37.955935,-122.630429 37.955979,-122.630309 37.956031,-122.630184 37.956136,-122.630112 37.956268,-122.629958 37.956683,-122.629677 37.9571614,-122.6295347 37.9576026,-122.629387 37.9579291,-122.6293659 37.9580603,-122.629394 37.9581837,-122.629446 37.9583182,-122.629626 37.958603,-122.629639 37.958674,-122.629627 37.958745,-122.629538 37.958911,-122.629324 37.959187,-122.629229 37.959265,-122.628975 37.959419,-122.628885 37.959542,-122.62889 37.959686,-122.628951 37.959822,-122.629047 37.959945,-122.629226 37.960108,-122.629357 37.960256,-122.629842 37.961111,-122.630298 37.961651,-122.630423 37.961757,-122.630672 37.961915,-122.630797 37.96202,-122.630874 37.96211,-122.6310158 37.9623748,-122.6310851 37.9624743,-122.631811 37.963165,-122.6318672 37.9632236,-122.6319117 37.963288,-122.6319513 37.9633543,-122.631975 37.963421,-122.6319884 37.9634831,-122.631981 37.963529,-122.631963 37.963562,-122.6319142 37.9635865,-122.6318474 37.9636002,-122.6317805 37.9635982,-122.631684 37.9635904,-122.6315751 37.9635651,-122.631017 37.963322,-122.630678 37.963213,-122.630455 37.963174,-122.630181 37.963153,-122.630044 37.963159,-122.629911 37.963185,-122.629787 37.96323,-122.629637 37.963314,-122.629475 37.963441,-122.629363 37.963555,-122.629185 37.963765,-122.629082 37.963926,-122.629018 37.964209,-122.629013 37.964462,-122.629037 37.964604,-122.629094 37.964778,-122.629205 37.965016,-122.629311 37.965175,-122.629517 37.965368,-122.629725 37.965605,-122.62986 37.965909,-122.630016 37.96613,-122.630401 37.966577,-122.630748 37.966912,-122.631057 37.967127,-122.631481 37.96734,-122.631529 37.9674,-122.631528 37.967472,-122.631471 37.967525,-122.631389 37.967557,-122.631253 37.967569,-122.631117 37.967554,-122.630991 37.967513,-122.630732 37.967364,-122.63053 37.967279,-122.629804 37.967057,-122.629631 37.966938,-122.629507 37.966832,-122.629114 37.966433,-122.628952 37.966306,-122.628365 37.965958,-122.6281767 37.9658799,-122.6281341 37.9658622,-122.62796 37.96579,-122.627761 37.965642,-122.627573 37.965437,-122.627483 37.965271,-122.627401 37.965028,-122.627355 37.964633,-122.627283 37.964501,-122.627057 37.964274,-122.626985 37.964182,-122.626924 37.964045,-122.626863 37.963725,-122.626756 37.963526,-122.626444 37.96317,-122.626208 37.962819,-122.626094 37.962707,-122.625978 37.962649,-122.625845 37.962625,-122.62571 37.96264,-122.625544 37.962701,-122.625199 37.96288,-122.625094 37.96295,-122.624989 37.963068,-122.624941 37.963206,-122.624944 37.963351,-122.624985 37.963528,-122.6251054 37.9637558,-122.625161 37.963861,-122.625187 37.963983,-122.625169 37.964109,-122.625075 37.964388,-122.624924 37.964952,-122.62492 37.965096,-122.62498 37.965306,-122.624981 37.965415,-122.624861 37.965687,-122.624815 37.9659,-122.624836 37.966079,-122.624918 37.966247,-122.624918 37.966356,-122.624762 37.966576,-122.624733 37.966644,-122.624726 37.966716,-122.624795 37.967035,-122.624886 37.9672,-122.625106 37.967383,-122.625283 37.967498,-122.6255437 37.9676067,-122.6256254 37.9676425,-122.6256859 37.9676878,-122.6257313 37.9677427,-122.625756 37.967809,-122.6257676 37.9678954,-122.6257465 37.9680814,-122.625733 37.968129,-122.625644 37.968255,-122.625487 37.968387,-122.625438 37.968448,-122.625394 37.968511,-122.625377 37.968582,-122.625391 37.968725,-122.625496 37.968963,-122.6254983 37.9690333,-122.6254711 37.9690977,-122.6252683 37.9692909,-122.6252109 37.9693553,-122.6251712 37.9694388,-122.6251685 37.9695128,-122.6251927 37.9695819,-122.6252381 37.9696249,-122.6253045 37.9696703,-122.6254476 37.9697053,-122.6257337 37.9697263,-122.6259807 37.9697885,-122.6260733 37.9698348,-122.6261156 37.9698849,-122.6261568 37.9699825,-122.6261763 37.9700675,-122.6261876 37.9700994,-122.6262265 37.9701332,-122.6263056 37.9701834,-122.6265785 37.9702336,-122.6266543 37.9702594,-122.6267127 37.9702939,-122.6267693 37.9703358,-122.6267904 37.9703739,-122.6268086 37.9704288,-122.6268081 37.9704769,-122.6267783 37.9705433,-122.6267239 37.9705982,-122.626627 37.9706506,-122.6263214 37.9707962,-122.626095 37.970856,-122.625851 37.970954,-122.625693 37.971084,-122.625365 37.971517,-122.625333 37.971622,-122.625334 37.971693,-122.625379 37.971795,-122.625433 37.971853,-122.62569 37.972003,-122.625789 37.972078,-122.625988 37.972361,-122.626048 37.972416,-122.626154 37.972484,-122.626437 37.972603,-122.626566 37.972704,-122.626632 37.972799,-122.626638 37.972943,-122.6265963 37.9730079,-122.626506 37.973083,-122.626373 37.973106,-122.626196 37.973075,-122.626002 37.972979,-122.625656 37.972742,-122.625543 37.97268,-122.625373 37.972627,-122.625148 37.972597,-122.624966 37.97261,-122.624836 37.972645,-122.624215 37.972951,-122.62408 37.972967,-122.623992 37.972951,-122.623917 37.972909,-122.6238898 37.9728813,-122.623653 37.972531,-122.623314 37.972103,-122.62323 37.972018,-122.623092 37.971923,-122.622768 37.971789,-122.622201 37.971646,-122.621976 37.971613,-122.621701 37.97162,-122.621529 37.971667,-122.621422 37.971735,-122.621299 37.971886,-122.621173 37.972119,-122.621071 37.972238,-122.620883 37.972396,-122.620282 37.972842,-122.620018 37.973091,-122.6198773 37.9733535,-122.619876 37.97379,-122.619842 37.973894,-122.619794 37.973955,-122.619728 37.974004,-122.619414 37.974154,-122.619283 37.974254,-122.619164 37.974408,-122.619042 37.974642,-122.618948 37.974765,-122.618838 37.974829,-122.61875 37.974849,-122.618658 37.974851,-122.618526 37.974825,-122.618365 37.974757,-122.618217 37.974619,-122.6181257 37.9745028,-122.6178854 37.9743337,-122.6178089 37.9743078,-122.6177013 37.9743011,-122.6176308 37.9743325,-122.6174175 37.9744415,-122.6172264 37.9745772,-122.6171364 37.9746214,-122.6170406 37.9746482,-122.6169571 37.9746574,-122.6168332 37.9746703,-122.6166101 37.9746862,-122.6164973 37.9746677,-122.616391 37.9746451,-122.6162718 37.9745705,-122.6161209 37.9744903,-122.6160712 37.974472,-122.6159713 37.9744352,-122.6158627 37.9744189,-122.6157361 37.9744199,-122.6155602 37.974464,-122.6154737 37.974487,-122.6153953 37.9745119,-122.6152323 37.974551,-122.6151002 37.9745552,-122.6149671 37.9745367,-122.6148582 37.974468,-122.614762 37.974386,-122.614613 37.974048,-122.614549 37.973954,-122.614453 37.973877,-122.614344 37.9738332,-122.613789 37.973767,-122.613386 37.973706,-122.613249 37.973712,-122.612937 37.973769,-122.612801 37.97377,-122.612266 37.973675,-122.611537 37.973632,-122.611084 37.973585,-122.6109447 37.9735419,-122.610915 37.973532,-122.610771 37.973443,-122.610628 37.973303,-122.610534 37.973181,-122.610376 37.973051,-122.61022 37.972976,-122.610045 37.972937,-122.609817 37.972938,-122.609508 37.973002,-122.609371 37.97301,-122.609143 37.973005,-122.608872 37.972973,-122.608553 37.972973,-122.608329 37.973009,-122.608112 37.973067,-122.607931 37.973082,-122.607797 37.97306,-122.607631 37.972999,-122.607523 37.972933,-122.60733 37.97278,-122.607252 37.972743,-122.607163 37.972727,-122.607029 37.972743,-122.60675 37.972867,-122.606575 37.972908,-122.605938 37.972952,-122.605618 37.972959,-122.6054664 37.9729447,-122.6053 37.972929,-122.604951 37.972845,-122.604725 37.972821,-122.6046351 37.9728261,-122.604407 37.972839,-122.604042 37.972821,-122.60373 37.972765,-122.603126 37.972602,-122.602944 37.972606,-122.602728 37.972664,-122.602592 37.972678,-122.601955 37.972633,-122.601412 37.972686,-122.601256 37.97276,-122.601105 37.972894,-122.601 37.972963,-122.60062 37.973087,-122.600394 37.973209,-122.600071 37.973344,-122.599813 37.973493,-122.5993014 37.9739164)"
515,93,238,203.5242447346449,1,25,residential,650772314,110386918,110451170,"LINESTRING (-122.6834057 37.9087947,-122.6830302 37.9082398,-122.6831251 37.9077748,-122.6831877 37.9075553,-122.6833023 37.9073223,-122.6834304 37.9072459,-122.6835801 37.9071948)"
516,238,93,203.5242447346449,1,25,residential,650772314,110451170,110386918,"LINESTRING (-122.6835801 37.9071948,-122.6834304 37.9072459,-122.6833023 37.9073223,-122.6831877 37.9075553,-122.6831251 37.9077748,-122.6830302 37.9082398,-122.6834057 37.9087947)"
517,197,245,257.65530304150286,1,55,primary,687879585,973221268,110367725,"LINESTRING (-122.6999967 37.9356528,-122.6992439 37.9352631,-122.6984965 37.9349888,-122.697367 37.9346398)"
518,245,197,257.65530304150286,1,55,primary,687879585,110367725,973221268,"LINESTRING (-122.697367 37.9346398,-122.6984965 37.9349888,-122.6992439 37.9352631,-122.6999967 37.9356528)"
519,197,248,168.10405488369577,1,35,tertiary,687879586,973221268,110367728,"LINESTRING (-122.6999967 37.9356528,-122.7000427 37.9354735,-122.6996622 37.9348761,-122.6993673 37.9342581)"
520,248,197,168.10405488369577,1,35,tertiary,687879586,110367728,973221268,"LINESTRING (-122.6993673 37.9342581,-122.6996622 37.9348761,-122.7000427 37.9354735,-122.6999967 37.9356528)"
521,77,213,755.201582509896,1,25,residential,331614731-12172453,110382775,3387083182,"LINESTRING (-122.708195 37.9128483,-122.7027671 37.9144915,-122.7012816 37.9148952,-122.7012279 37.9149713,-122.7012279 37.9150475,-122.701251 37.9151415,-122.7014334 37.915425,-122.7016319 37.9157805)"
522,213,77,755.2015825098961,1,25,residential,331614731-12172453,3387083182,110382775,"LINESTRING (-122.7016319 37.9157805,-122.7014334 37.915425,-122.701251 37.9151415,-122.7012279 37.9150475,-122.7012279 37.9149713,-122.7012816 37.9148952,-122.7027671 37.9144915,-122.708195 37.9128483)"
523,213,204,56.05793777885536,1,25,residential,331614731-12172453,3387083182,3387083166,"LINESTRING (-122.7016319 37.9157805,-122.7016372 37.915899,-122.7015782 37.9160598,-122.7014924 37.9162672)"
