eid,nid_s,nid_e,length,lanes,maxmph,type,edge_osmid,start_osm,end_osm,geometry
310,44,235,69.6712428876931,1,25,residential,12187719,110422635,110427102,"LINESTRING (-122.7076465 37.8970328,-122.707493 37.8966984,-122.7072858 37.8964824)"
311,44,153,81.32568443037925,1,25,residential,12187719,110422635,110392632,"LINESTRING (-122.7076465 37.8970328,-122.7080456 37.8976929)"
312,153,44,81.32568443037925,1,25,residential,12187719,110392632,110422635,"LINESTRING (-122.7080456 37.8976929,-122.7076465 37.8970328)"
313,110,103,115.30998613870163,1,25,residential,12187897,110414599,110429434,"LINESTRING (-122.6878738 37.9050967,-122.6879103 37.9051908,-122.6879029 37.9053377,-122.6879168 37.9054564,-122.6880093 37.9056973,-122.6880975 37.9058806,-122.6882222 37.9060825)"
314,103,110,115.30998613870165,1,25,residential,12187897,110429434,110414599,"LINESTRING (-122.6882222 37.9060825,-122.6880975 37.9058806,-122.6880093 37.9056973,-122.6879168 37.9054564,-122.6879029 37.9053377,-122.6879103 37.9051908,-122.6878738 37.9050967)"
315,45,47,71.72503222232133,1,25,residential,12187907,368380523,368380525,"LINESTRING (-122.639338 37.8998332,-122.6392902 37.8999143,-122.6392555 37.8999915,-122.6392503 37.9001127,-122.639259 37.9002862,-122.6392729 37.9003495,-122.6393061 37.900461)"
316,47,45,71.7250322223213,1,25,residential,12187907,368380525,368380523,"LINESTRING (-122.6393061 37.900461,-122.6392729 37.9003495,-122.639259 37.9002862,-122.6392503 37.9001127,-122.6392555 37.8999915,-122.6392902 37.8999143,-122.639338 37.8998332)"
317,47,39,61.469374875858485,1,25,residential,12187907,368380525,110371424,"LINESTRING (-122.6393061 37.900461,-122.6392869 37.9005078,-122.6392764 37.9005615,-122.6392729 37.9006386,-122.6392956 37.9010103)"
318,39,47,61.469374875858485,1,25,residential,12187907,110371424,368380525,"LINESTRING (-122.6392956 37.9010103,-122.6392729 37.9006386,-122.6392764 37.9005615,-122.6392869 37.9005078,-122.6393061 37.900461)"
319,156,17,111.8002948684484,1,25,residential,12188153,110445895,110421553,"LINESTRING (-122.6887668 37.9042976,-122.6895087 37.9043381,-122.6898636 37.904377,-122.6900307 37.9044101)"
320,17,156,111.8002948684484,1,25,residential,12188153,110421553,110445895,"LINESTRING (-122.6900307 37.9044101,-122.6898636 37.904377,-122.6895087 37.9043381,-122.6887668 37.9042976)"
321,64,65,47.98559500946791,1,25,residential,12188474,110447260,110447261,"LINESTRING (-122.7040449 37.9033158,-122.7037312 37.9029623)"
322,65,64,47.98559500946791,1,25,residential,12188474,110447261,110447260,"LINESTRING (-122.7037312 37.9029623,-122.7040449 37.9033158)"
323,160,29,2249.24255279946,1,25,unclassified,12188784,1832805197,110367313,"LINESTRING (-122.6125662 37.9104521,-122.6126228 37.9103976,-122.6126687 37.910324,-122.6126882 37.9101835,-122.6126867 37.9100587,-122.6126773 37.9098959,-122.6126412 37.9097477,-122.6126176 37.9096205,-122.612631 37.9095172,-122.6126749 37.9094258,-122.6127486 37.9093355,-122.6128375 37.9092624,-122.6129562 37.9091971,-122.6131228 37.9091471,-122.6131831 37.9091058,-122.6132356 37.9090487,-122.6132906 37.9089101,-122.6133442 37.9088328,-122.6134379 37.9087561,-122.6135812 37.9086996,-122.613756 37.9086499,-122.6138947 37.9085822,-122.6140132 37.9085081,-122.6141508 37.9084087,-122.6142099 37.9083449,-122.6142518 37.9082621,-122.6142625 37.9081845,-122.6142357 37.9081148,-122.6141634 37.908028,-122.6141098 37.9079441,-122.6140926 37.9078741,-122.6141063 37.9077792,-122.6141617 37.907688,-122.6142776 37.9075919,-122.6144835 37.9074636,-122.6147021 37.9073462,-122.6147919 37.9072848,-122.6148469 37.9072192,-122.614863 37.907124,-122.614857 37.9065981,-122.6148546 37.9063779,-122.6148536 37.9062933,-122.6148504 37.9061368,-122.6148482 37.9060309,-122.6148187 37.9058383,-122.6147731 37.9056965,-122.6146632 37.905524,-122.6144419 37.905251,-122.6143923 37.9051526,-122.6143547 37.9050203,-122.6143185 37.9047653,-122.6142917 37.9046383,-122.6142474 37.9045505,-122.6142018 37.9045039,-122.6141308 37.9044733,-122.6140235 37.9044595,-122.6138894 37.9044616,-122.613774 37.9044838,-122.6137016 37.9045092,-122.6136466 37.9045495,-122.6136131 37.9046087,-122.6136037 37.904669,-122.6136238 37.9047463,-122.6136989 37.904924,-122.6137244 37.9050299,-122.6137284 37.9051346,-122.6136962 37.9053706,-122.6136788 37.9056044,-122.6136788 37.9058743,-122.613707 37.9064785,-122.6137056 37.9066361,-122.6136761 37.9067388,-122.6136171 37.9068129,-122.6135501 37.906848,-122.613485 37.9068643,-122.6133844 37.9068635,-122.6133091 37.9068361,-122.6132537 37.9068055,-122.6131424 37.9067229,-122.6129922 37.9066213,-122.6129117 37.9065854,-122.6128406 37.9065727,-122.6127601 37.9065832,-122.6127078 37.906633,-122.6126301 37.9067557,-122.6124966 37.9069124,-122.6123553 37.9070299,-122.6121712 37.9071263,-122.6118596 37.9072665,-122.611709 37.9073497,-122.6115761 37.9074277,-122.6114875 37.9074602,-122.6113956 37.9074709,-122.6112835 37.9074476,-122.6108047 37.9073036,-122.6107311 37.9072772,-122.6106648 37.9072403,-122.610569 37.907117,-122.610522 37.906976,-122.610464 37.906876,-122.610356 37.906758,-122.610288 37.906709,-122.610169 37.906653,-122.609813 37.906574,-122.609599 37.906505,-122.609481 37.906447,-122.609187 37.906278,-122.609002 37.906241,-122.608879 37.906251,-122.608793 37.906273,-122.608699 37.906323,-122.60844 37.906524,-122.608361 37.906558,-122.608276 37.906573,-122.608188 37.906562,-122.60803 37.906491,-122.607939 37.906412,-122.607877 37.906298,-122.607801 37.905717,-122.607745 37.90559,-122.607698 37.905529,-122.607637 37.905477,-122.607539 37.905434,-122.607451 37.905417,-122.6071 37.905404,-122.607017 37.905379,-122.606947 37.905335,-122.606859 37.90522,-122.606765 37.905028,-122.606651 37.904948,-122.606575 37.904931,-122.6062614 37.9049161,-122.6061721 37.9049126,-122.6060904 37.9048817,-122.6060351 37.9048359,-122.6059878 37.9047676,-122.6059083 37.9045427,-122.6057866 37.9043991,-122.6051504 37.903883,-122.6050526 37.9038183,-122.6049309 37.9037856,-122.6048167 37.9037989,-122.6047222 37.9038448,-122.6046439 37.9039103,-122.6043114 37.9042098,-122.6041915 37.9042843,-122.604059 37.904348)"
324,29,160,2249.242552799458,1,25,unclassified,12188784,110367313,1832805197,"LINESTRING (-122.604059 37.904348,-122.6041915 37.9042843,-122.6043114 37.9042098,-122.6046439 37.9039103,-122.6047222 37.9038448,-122.6048167 37.9037989,-122.6049309 37.9037856,-122.6050526 37.9038183,-122.6051504 37.903883,-122.6057866 37.9043991,-122.6059083 37.9045427,-122.6059878 37.9047676,-122.6060351 37.9048359,-122.6060904 37.9048817,-122.6061721 37.9049126,-122.6062614 37.9049161,-122.606575 37.904931,-122.606651 37.904948,-122.606765 37.905028,-122.606859 37.90522,-122.606947 37.905335,-122.607017 37.905379,-122.6071 37.905404,-122.607451 37.905417,-122.607539 37.905434,-122.607637 37.905477,-122.607698 37.905529,-122.607745 37.90559,-122.607801 37.905717,-122.607877 37.906298,-122.607939 37.906412,-122.60803 37.906491,-122.608188 37.906562,-122.608276 37.906573,-122.608361 37.906558,-122.60844 37.906524,-122.608699 37.906323,-122.608793 37.906273,-122.608879 37.906251,-122.609002 37.906241,-122.609187 37.906278,-122.609481 37.906447,-122.609599 37.906505,-122.609813 37.906574,-122.610169 37.906653,-122.610288 37.906709,-122.610356 37.906758,-122.610464 37.906876,-122.610522 37.906976,-122.610569 37.907117,-122.6106648 37.9072403,-122.6107311 37.9072772,-122.6108047 37.9073036,-122.6112835 37.9074476,-122.6113956 37.9074709,-122.6114875 37.9074602,-122.6115761 37.9074277,-122.611709 37.9073497,-122.6118596 37.9072665,-122.6121712 37.9071263,-122.6123553 37.9070299,-122.6124966 37.9069124,-122.6126301 37.9067557,-122.6127078 37.906633,-122.6127601 37.9065832,-122.6128406 37.9065727,-122.6129117 37.9065854,-122.6129922 37.9066213,-122.6131424 37.9067229,-122.6132537 37.9068055,-122.6133091 37.9068361,-122.6133844 37.9068635,-122.613485 37.9068643,-122.6135501 37.906848,-122.6136171 37.9068129,-122.6136761 37.9067388,-122.6137056 37.9066361,-122.613707 37.9064785,-122.6136788 37.9058743,-122.6136788 37.9056044,-122.6136962 37.9053706,-122.6137284 37.9051346,-122.6137244 37.9050299,-122.6136989 37.904924,-122.6136238 37.9047463,-122.6136037 37.904669,-122.6136131 37.9046087,-122.6136466 37.9045495,-122.6137016 37.9045092,-122.613774 37.9044838,-122.6138894 37.9044616,-122.6140235 37.9044595,-122.6141308 37.9044733,-122.6142018 37.9045039,-122.6142474 37.9045505,-122.6142917 37.9046383,-122.6143185 37.9047653,-122.6143547 37.9050203,-122.6143923 37.9051526,-122.6144419 37.905251,-122.6146632 37.905524,-122.6147731 37.9056965,-122.6148187 37.9058383,-122.6148482 37.9060309,-122.6148504 37.9061368,-122.6148536 37.9062933,-122.6148546 37.9063779,-122.614857 37.9065981,-122.614863 37.907124,-122.6148469 37.9072192,-122.6147919 37.9072848,-122.6147021 37.9073462,-122.6144835 37.9074636,-122.6142776 37.9075919,-122.6141617 37.907688,-122.6141063 37.9077792,-122.6140926 37.9078741,-122.6141098 37.9079441,-122.6141634 37.908028,-122.6142357 37.9081148,-122.6142625 37.9081845,-122.6142518 37.9082621,-122.6142099 37.9083449,-122.6141508 37.9084087,-122.6140132 37.9085081,-122.6138947 37.9085822,-122.613756 37.9086499,-122.6135812 37.9086996,-122.6134379 37.9087561,-122.6133442 37.9088328,-122.6132906 37.9089101,-122.6132356 37.9090487,-122.6131831 37.9091058,-122.6131228 37.9091471,-122.6129562 37.9091971,-122.6128375 37.9092624,-122.6127486 37.9093355,-122.6126749 37.9094258,-122.612631 37.9095172,-122.6126176 37.9096205,-122.6126412 37.9097477,-122.6126773 37.9098959,-122.6126867 37.9100587,-122.6126882 37.9101835,-122.6126687 37.910324,-122.6126228 37.9103976,-122.6125662 37.9104521)"
325,183,222,184.10262149271338,1,25,residential,12189236,110393217,110450104,"LINESTRING (-122.6933448 37.9194958,-122.694242 37.91855,-122.694778 37.918335)"
326,222,183,184.10262149271338,1,25,residential,12189236,110450104,110393217,"LINESTRING (-122.694778 37.918335,-122.694242 37.91855,-122.6933448 37.9194958)"
327,114,152,86.46010222901384,1,25,residential,12189308,110450444,110392630,"LINESTRING (-122.7050342 37.8975209,-122.7055634 37.8981768)"
328,152,114,86.46010222901384,1,25,residential,12189308,110392630,110450444,"LINESTRING (-122.7055634 37.8981768,-122.7050342 37.8975209)"
329,116,150,225.69027471382682,1,25,residential,12189310,110450446,110417195,"LINESTRING (-122.7027598 37.8949635,-122.7041679 37.896662)"
330,150,116,225.69027471382682,1,25,residential,12189310,110417195,110450446,"LINESTRING (-122.7041679 37.896662,-122.7027598 37.8949635)"
331,150,123,54.611153821291715,1,25,residential,12189310,110417195,110450448,"LINESTRING (-122.7041679 37.896662,-122.7045597 37.8970436)"
332,123,150,54.611153821291715,1,25,residential,12189310,110450448,110417195,"LINESTRING (-122.7045597 37.8970436,-122.7041679 37.896662)"
333,83,163,116.21990491658566,1,25,residential,12189400,110427851,375958359,"LINESTRING (-122.6381715 37.8977653,-122.6392876 37.8972025)"
334,163,83,116.21990491658566,1,25,residential,12189400,375958359,110427851,"LINESTRING (-122.6392876 37.8972025,-122.6381715 37.8977653)"
335,137,93,426.6640216001503,1,25,residential,12189402,110443301,110386918,"LINESTRING (-122.6864362 37.9070475,-122.6861528 37.9071655,-122.686071 37.9071708,-122.6859824 37.9071624,-122.6858899 37.9071698,-122.6858617 37.9072026,-122.685855 37.907246,-122.6859307 37.907459,-122.6861125 37.9079041,-122.6861179 37.9079824,-122.6860482 37.9081094,-122.6859382 37.9082067,-122.6858765 37.9082639,-122.6858443 37.9083824,-122.6857893 37.9084289,-122.685395 37.9085506,-122.6852971 37.9085623,-122.6851174 37.9085199,-122.684978 37.9085411,-122.6848975 37.9085633,-122.6848318 37.9086025,-122.6848023 37.9086638,-122.6847473 37.9086988,-122.6846816 37.908722,-122.6846145 37.9087305,-122.6842377 37.9087739,-122.6837978 37.908813,-122.6835886 37.908813,-122.6834057 37.9087947)"
336,200,66,143.33439703421325,1,25,residential,12189442,1695486870,110451357,"LINESTRING (-122.64294 37.8995727,-122.6438655 37.8985105)"
337,66,200,143.33439703421325,1,25,residential,12189442,110451357,1695486870,"LINESTRING (-122.6438655 37.8985105,-122.64294 37.8995727)"
338,173,72,49.700787879866475,1,25,residential,12189445,110429557,110451366,"LINESTRING (-122.6511305 37.9033812,-122.6514148 37.9029946)"
339,72,173,49.700787879866475,1,25,residential,12189445,110451366,110429557,"LINESTRING (-122.6514148 37.9029946,-122.6511305 37.9033812)"
340,223,157,146.5254768374424,1,25,residential,12189495,110427066,110451527,"LINESTRING (-122.644158 37.900244,-122.6450544 37.8991322)"
341,157,223,146.5254768374424,1,25,residential,12189495,110451527,110427066,"LINESTRING (-122.6450544 37.8991322,-122.644158 37.900244)"
342,25,250,25.108044377657304,1,25,residential,12189514,110398022,312072177,"LINESTRING (-122.7040927 37.9010927,-122.7043775 37.9011147)"
343,250,25,25.108044377657304,1,25,residential,12189514,312072177,110398022,"LINESTRING (-122.7043775 37.9011147,-122.7040927 37.9010927)"
344,250,14,255.39137796543528,1,25,residential,12189514,312072177,110381097,"LINESTRING (-122.7043775 37.9011147,-122.7052567 37.9009337,-122.7055127 37.9008934,-122.7057973 37.9009422,-122.7060524 37.9010122,-122.706202 37.9011061,-122.7067593 37.9017504)"
345,14,250,255.39137796543525,1,25,residential,12189514,110381097,312072177,"LINESTRING (-122.7067593 37.9017504,-122.706202 37.9011061,-122.7060524 37.9010122,-122.7057973 37.9009422,-122.7055127 37.9008934,-122.7052567 37.9009337,-122.7043775 37.9011147)"
346,176,79,35.8889672543099,1,25,residential,12189541,110429561,110451900,"LINESTRING (-122.6489957 37.9022521,-122.6492143 37.9019793)"
347,79,176,35.8889672543099,1,25,residential,12189541,110451900,110429561,"LINESTRING (-122.6492143 37.9019793,-122.6489957 37.9022521)"
348,175,205,36.44724599321649,1,25,residential,12189684,110429559,110452639,"LINESTRING (-122.65038 37.9030253,-122.6506359 37.9027671)"
349,205,175,36.44724599321649,1,25,residential,12189684,110452639,110429559,"LINESTRING (-122.6506359 37.9027671,-122.65038 37.9030253)"
350,32,40,253.46227252570299,1,25,residential,12189875,110453844,110453860,"LINESTRING (-122.6417034 37.9035831,-122.6413911 37.9038966,-122.6412438 37.9040035,-122.6411352 37.9040483,-122.6410266 37.9040717,-122.6409057 37.9040795,-122.6404143 37.9040295,-122.6398447 37.9039763,-122.63944 37.9039101,-122.6392328 37.9038536,-122.6391316 37.9037952)"
351,40,32,253.46227252570299,1,25,residential,12189875,110453860,110453844,"LINESTRING (-122.6391316 37.9037952,-122.6392328 37.9038536,-122.63944 37.9039101,-122.6398447 37.9039763,-122.6404143 37.9040295,-122.6409057 37.9040795,-122.6410266 37.9040717,-122.6411352 37.9040483,-122.6412438 37.9040035,-122.6413911 37.9038966,-122.6417034 37.9035831)"
352,181,115,255.4984770233177,1,25,residential,12189914,110397823,110409997,"LINESTRING (-122.644381 37.9030271,-122.6443898 37.9029872,-122.6443775 37.9029404,-122.6441455 37.902493,-122.6437564 37.9017812,-122.6437075 37.9017137,-122.6436639 37.9016655,-122.6435854 37.9016311,-122.6434755 37.9015981,-122.6433621 37.9015871,-122.6429712 37.9015747,-122.6427776 37.9015444,-122.6426659 37.9015072)"
353,115,181,255.49847702331775,1,25,residential,12189914,110409997,110397823,"LINESTRING (-122.6426659 37.9015072,-122.6427776 37.9015444,-122.6429712 37.9015747,-122.6433621 37.9015871,-122.6434755 37.9015981,-122.6435854 37.9016311,-122.6436639 37.9016655,-122.6437075 37.9017137,-122.6437564 37.9017812,-122.6441455 37.902493,-122.6443775 37.9029404,-122.6443898 37.9029872,-122.644381 37.9030271)"
354,115,239,75.15735027053611,1,25,residential,12189914,110409997,110385636,"LINESTRING (-122.6426659 37.9015072,-122.642296 37.9013916,-122.6418768 37.9012446)"
355,239,115,75.15735027053611,1,25,residential,12189914,110385636,110409997,"LINESTRING (-122.6418768 37.9012446,-122.642296 37.9013916,-122.6426659 37.9015072)"
356,239,53,105.9478770500155,1,25,residential,12189914,110385636,110408828,"LINESTRING (-122.6418768 37.9012446,-122.6406693 37.9012488)"
357,53,239,105.9478770500155,1,25,residential,12189914,110408828,110385636,"LINESTRING (-122.6406693 37.9012488,-122.6418768 37.9012446)"
358,53,39,144.94848217772844,1,25,residential,12189914,110408828,110371424,"LINESTRING (-122.6406693 37.9012488,-122.6393986 37.9012705,-122.6393445 37.9012554,-122.63932 37.9012306,-122.6393008 37.9012003,-122.6392956 37.9010103)"
359,39,53,144.94848217772847,1,25,residential,12189914,110371424,110408828,"LINESTRING (-122.6392956 37.9010103,-122.6393008 37.9012003,-122.63932 37.9012306,-122.6393445 37.9012554,-122.6393986 37.9012705,-122.6406693 37.9012488)"
360,182,5,97.88101175899828,1,25,residential,12189916,110401408,110397451,"LINESTRING (-122.6395992 37.8993679,-122.6397902 37.8985637,-122.6398047 37.8985027)"
361,5,182,97.88101175899828,1,25,residential,12189916,110397451,110401408,"LINESTRING (-122.6398047 37.8985027,-122.6397902 37.8985637,-122.6395992 37.8993679)"
362,5,82,75.58629926823005,1,25,residential,12189916,110397451,110427850,"LINESTRING (-122.6398047 37.8985027,-122.6398182 37.8984467,-122.6399086 37.8980731,-122.6399321 37.8978314)"
363,82,5,75.58629926823005,1,25,residential,12189916,110427850,110397451,"LINESTRING (-122.6399321 37.8978314,-122.6399086 37.8980731,-122.6398182 37.8984467,-122.6398047 37.8985027)"
364,117,107,178.29899332392228,1,25,residential,12189970,110382863,110401284,"LINESTRING (-122.700996 37.909125,-122.7008752 37.9089457,-122.6998374 37.9078096)"
365,107,117,178.29899332392228,1,25,residential,12189970,110401284,110382863,"LINESTRING (-122.6998374 37.9078096,-122.7008752 37.9089457,-122.700996 37.909125)"
366,107,191,392.0494496271464,1,25,residential,12189970,110401284,110438786,"LINESTRING (-122.6998374 37.9078096,-122.6972564 37.9049314)"
367,191,107,392.0494496271464,1,25,residential,12189970,110438786,110401284,"LINESTRING (-122.6972564 37.9049314,-122.6998374 37.9078096)"
368,191,127,199.3523012650367,1,25,residential,12189970,110438786,110392600,"LINESTRING (-122.6972564 37.9049314,-122.6959372 37.9034717)"
369,127,191,199.3523012650367,1,25,residential,12189970,110392600,110438786,"LINESTRING (-122.6959372 37.9034717,-122.6972564 37.9049314)"
370,127,104,182.4707951714485,1,25,residential,12189970,110392600,110454526,"LINESTRING (-122.6959372 37.9034717,-122.6953001 37.9027605,-122.6951136 37.9025298,-122.6947843 37.9021068)"
371,104,127,182.4707951714485,1,25,residential,12189970,110454526,110392600,"LINESTRING (-122.6947843 37.9021068,-122.6951136 37.9025298,-122.6953001 37.9027605,-122.6959372 37.9034717)"
372,242,43,222.5086808377848,1,25,residential,12190012,110454761,110417190,"LINESTRING (-122.7014144 37.8957727,-122.7028712 37.8974106)"
373,43,242,222.5086808377848,1,25,residential,12190012,110417190,110454761,"LINESTRING (-122.7028712 37.8974106,-122.7014144 37.8957727)"
374,43,149,193.646270223634,1,25,residential,12190012,110417190,110392625,"LINESTRING (-122.7028712 37.8974106,-122.7041118 37.8988509)"
375,149,43,193.646270223634,1,25,residential,12190012,110392625,110417190,"LINESTRING (-122.7041118 37.8988509,-122.7028712 37.8974106)"
376,228,164,194.56938750030272,1,25,residential,12190066,110455254,110392611,"LINESTRING (-122.699516 37.8993235,-122.7007352 37.9007851)"
377,164,228,194.56938750030272,1,25,residential,12190066,110392611,110455254,"LINESTRING (-122.7007352 37.9007851,-122.699516 37.8993235)"
378,164,179,199.4252767587239,1,25,residential,12190066,110392611,110438781,"LINESTRING (-122.7007352 37.9007851,-122.7020474 37.9022495)"
379,179,164,199.4252767587239,1,25,residential,12190066,110438781,110392611,"LINESTRING (-122.7020474 37.9022495,-122.7007352 37.9007851)"
380,179,231,194.3843064831576,1,25,residential,12190066,110438781,110455260,"LINESTRING (-122.7020474 37.9022495,-122.7024435 37.9026774,-122.7028836 37.9031819,-122.7033541 37.9036606)"
381,231,179,194.3843064831576,1,25,residential,12190066,110455260,110438781,"LINESTRING (-122.7033541 37.9036606,-122.7028836 37.9031819,-122.7024435 37.9026774,-122.7020474 37.9022495)"
382,231,236,14.64172744995323,1,25,residential,12190066,110455260,110455262,"LINESTRING (-122.7033541 37.9036606,-122.7034587 37.9037632)"
383,236,231,14.64172744995323,1,25,residential,12190066,110455262,110455260,"LINESTRING (-122.7034587 37.9037632,-122.7033541 37.9036606)"
384,64,231,71.71789225669677,1,25,residential,12190250,110447260,110455260,"LINESTRING (-122.7040449 37.9033158,-122.7033541 37.9036606)"
385,231,64,71.71789225669677,1,25,residential,12190250,110455260,110447260,"LINESTRING (-122.7033541 37.9036606,-122.7040449 37.9033158)"
386,231,41,81.96722108469591,1,25,residential,12190250,110455260,110456932,"LINESTRING (-122.7033541 37.9036606,-122.7026072 37.9041034)"
387,41,231,81.96722108469591,1,25,residential,12190250,110456932,110455260,"LINESTRING (-122.7026072 37.9041034,-122.7033541 37.9036606)"
388,41,42,73.55877376372959,1,25,residential,12190250,110456932,110456934,"LINESTRING (-122.7026072 37.9041034,-122.7019299 37.9044933)"
389,42,41,73.55877376372959,1,25,residential,12190250,110456934,110456932,"LINESTRING (-122.7019299 37.9044933,-122.7026072 37.9041034)"
390,42,19,71.99297816670793,1,25,residential,12190250,110456934,110419724,"LINESTRING (-122.7019299 37.9044933,-122.7012752 37.9048836)"
391,19,42,71.99297816670793,1,25,residential,12190250,110419724,110456934,"LINESTRING (-122.7012752 37.9048836,-122.7019299 37.9044933)"
392,24,225,75.70079310877833,1,25,residential,12190254,110348357,110441915,"LINESTRING (-122.7088369 37.9005658,-122.7086684 37.9006545,-122.7081327 37.900959)"
393,225,24,75.70079310877833,1,25,residential,12190254,110441915,110348357,"LINESTRING (-122.7081327 37.900959,-122.7086684 37.9006545,-122.7088369 37.9005658)"
394,225,59,73.682654285865,1,25,residential,12190254,110441915,110414478,"LINESTRING (-122.7081327 37.900959,-122.7074574 37.9013529)"
395,59,225,73.682654285865,1,25,residential,12190254,110414478,110441915,"LINESTRING (-122.7074574 37.9013529,-122.7081327 37.900959)"
396,59,14,75.53399864196005,1,25,residential,12190254,110414478,110381097,"LINESTRING (-122.7074574 37.9013529,-122.7067593 37.9017504)"
397,14,59,75.53399864196005,1,25,residential,12190254,110381097,110414478,"LINESTRING (-122.7067593 37.9017504,-122.7074574 37.9013529)"
398,14,198,75.17977037683467,1,25,residential,12190254,110381097,110421909,"LINESTRING (-122.7067593 37.9017504,-122.7060583 37.9021392)"
399,198,14,75.17977037683467,1,25,residential,12190254,110421909,110381097,"LINESTRING (-122.7060583 37.9021392,-122.7067593 37.9017504)"
400,198,33,74.23038195752616,1,25,residential,12190254,110421909,110398036,"LINESTRING (-122.7060583 37.9021392,-122.7053821 37.9025404)"
401,33,198,74.23038195752616,1,25,residential,12190254,110398036,110421909,"LINESTRING (-122.7053821 37.9025404,-122.7060583 37.9021392)"
402,9,128,178.56846329827317,1,25,residential,12190348,110457890,110392602,"LINESTRING (-122.6954571 37.901778,-122.6955224 37.9018229,-122.6960325 37.9024312,-122.6966176 37.9030945)"
403,128,9,178.56846329827317,1,25,residential,12190348,110392602,110457890,"LINESTRING (-122.6966176 37.9030945,-122.6960325 37.9024312,-122.6955224 37.9018229,-122.6954571 37.901778)"
404,128,190,197.48746915131952,1,25,residential,12190348,110392602,110438785,"LINESTRING (-122.6966176 37.9030945,-122.697924 37.9045408)"
405,190,128,197.48746915131952,1,25,residential,12190348,110438785,110392602,"LINESTRING (-122.697924 37.9045408,-122.6966176 37.9030945)"
406,190,108,393.2733585413684,1,25,residential,12190348,110438785,110401286,"LINESTRING (-122.697924 37.9045408,-122.7004932 37.907439)"
407,108,190,393.2733585413684,1,25,residential,12190348,110401286,110438785,"LINESTRING (-122.7004932 37.907439,-122.697924 37.9045408)"
408,108,219,195.15719209607417,1,25,residential,12190348,110401286,110382860,"LINESTRING (-122.7004932 37.907439,-122.7017707 37.9088758)"
409,219,108,195.15719209607417,1,25,residential,12190348,110382860,110401286,"LINESTRING (-122.7017707 37.9088758,-122.7004932 37.907439)"
410,135,7,181.1637830920704,1,25,residential,12190389,110443299,110421520,"LINESTRING (-122.6868737 37.9077765,-122.687101 37.9074267,-122.6873789 37.9071271,-122.687451 37.9070438,-122.6874628 37.9069992,-122.6874606 37.9069381,-122.687437 37.9068821,-122.687308 37.9067735,-122.6871768 37.9066412,-122.6869976 37.9063978)"
411,7,135,181.1637830920704,1,25,residential,12190389,110421520,110443299,"LINESTRING (-122.6869976 37.9063978,-122.6871768 37.9066412,-122.687308 37.9067735,-122.687437 37.9068821,-122.6874606 37.9069381,-122.6874628 37.9069992,-122.687451 37.9070438,-122.6873789 37.9071271,-122.687101 37.9074267,-122.6868737 37.9077765)"
412,7,140,117.47421461663704,1,25,residential,12190389,110421520,110443304,"LINESTRING (-122.6869976 37.9063978,-122.6868327 37.9062136,-122.6866306 37.9060304,-122.6864075 37.9059311,-122.6859852 37.9057363)"
413,140,7,117.47421461663704,1,25,residential,12190389,110443304,110421520,"LINESTRING (-122.6859852 37.9057363,-122.6864075 37.9059311,-122.6866306 37.9060304,-122.6868327 37.9062136,-122.6869976 37.9063978)"
414,132,189,93.09300480845594,1,25,residential,12190465,110459167,110438784,"LINESTRING (-122.7012442 37.9037229,-122.7009946 37.9034334,-122.7006457 37.9030316)"
415,189,132,93.09300480845594,1,25,residential,12190465,110438784,110459167,"LINESTRING (-122.7006457 37.9030316,-122.7009946 37.9034334,-122.7012442 37.9037229)"
416,189,130,199.89463921219348,1,25,residential,12190465,110438784,110392606,"LINESTRING (-122.7006457 37.9030316,-122.7004521 37.9028102,-122.7002236 37.9025635,-122.7001816 37.9024543,-122.6999035 37.9021885,-122.6993276 37.9015739)"
417,130,189,199.89463921219345,1,25,residential,12190465,110392606,110438784,"LINESTRING (-122.6993276 37.9015739,-122.6999035 37.9021885,-122.7001816 37.9024543,-122.7002236 37.9025635,-122.7004521 37.9028102,-122.7006457 37.9030316)"
418,130,143,201.1840665375264,1,25,residential,12190465,110392606,110459170,"LINESTRING (-122.6993276 37.9015739,-122.6980591 37.9000667)"
419,143,130,201.1840665375264,1,25,residential,12190465,110459170,110392606,"LINESTRING (-122.6980591 37.9000667,-122.6993276 37.9015739)"
420,113,42,192.80673498272972,1,25,residential,12190466,110401290,110456934,"LINESTRING (-122.7032093 37.9059031,-122.7019299 37.9044933)"
421,42,113,192.80673498272972,1,25,residential,12190466,110456934,110401290,"LINESTRING (-122.7019299 37.9044933,-122.7032093 37.9059031)"
422,4,185,111.48793504114258,1,25,residential,12190593,110397449,110460289,"LINESTRING (-122.6377443 37.8984668,-122.637393 37.8993048,-122.6373501 37.8994199)"
423,185,4,111.48793504114258,1,25,residential,12190593,110460289,110397449,"LINESTRING (-122.6373501 37.8994199,-122.637393 37.8993048,-122.6377443 37.8984668)"
424,118,41,194.34733300438413,1,25,residential,12190613,110401292,110456932,"LINESTRING (-122.7039141 37.9055146,-122.7026072 37.9041034)"
425,41,118,194.34733300438413,1,25,residential,12190613,110456932,110401292,"LINESTRING (-122.7026072 37.9041034,-122.7039141 37.9055146)"
426,2,180,77.69152766211255,1,25,residential,12190614,110460422,110438782,"LINESTRING (-122.7018833 37.9031782,-122.7015982 37.9028879,-122.7013466 37.9026225)"
